,recipeID,instructions,ingredients_no_quantities
494,507,"['prepare the tomatoes', 'cut the stem out of the big vine tomatoes and slice into chunks', 'mix together with the cherry tomatoes', 'get a frying pan on a medium heat', 'slice your garlic and add into the pan along with a glug of olive oil and the chilli flakes', 'fry on a medium heat', 'add in the tomatoes, cook until they begin to break up and bubble down into a fresh tomato sauce', 'add in the basil', 'add the gnocchi to a bowl and cover with boiling water', 'leave for 5 minutes until the gnocchi begins to float to the surface', 'drain the gnocchi and add into the tomato sauce with 5 tbsp of the gnocchi water', 'stir together and bubble down in the pan for a couple of minutes until you have a nice thick gnocchi sauce', 'season with salt and pepper', 'pour your gnocchi into a baking dish', 'tear up the mozzarella and place on top of the gnocchi', 'place under the grill for 7-8 minutes until the cheese is golden and bubbling', 'remove, serve up and enjoy!']","['vine tomatoes', 'cherry tomatoes', 'garlic', 'chilli', 'basil', 'gnocchi', 'mozzarella', 'salt', 'pepper', 'olive oil']"
495,508,"['trim the cabbage of any tough or discoloured outer leaves, then slice across in inch-thick intervals so it falls apart into bite-sized pieces', 'place in a bowl', 'sprinkle a tbsp of salt over the cabbage then rub it in with your hands, massaging until it begins to release its juices and feels wet to the touch', 'set aside for two hours', 'meanwhile, make the spice paste', ""peel the garlic and blitz with the ginger in a food processor or grate finely if you don't have one"", 'then mix with the chilli, soy, fish sauce and the apple juice', 'when the cabbage is ready squeeze it gently and add to the spice paste, leaving behind any salty juices', 'mix well to thoroughly coat the cabbage in the paste', 'pack the cabbage into a glass jar or fermenting pot, pushing it right down so it is covered with liquid', 'you may need to weigh it down – fermenting crocks come with a stone for this purpose, or i often use a lemon', 'in a small jar a scrunched up piece of baking paper often does the job', 'close the jar and leave to ferment at room temperature for at least three days', 'once a day ‘burp’ the container by releasing the lid slightly to allow any built-up gas to escape', 'you will see your kimchi bubble as it begins to ferment and sour – this is good! after three days taste the kimchi to see how it is getting on – you may want to leave it to get a little sourer and funkier', 'when you’re happy with the taste, pop the jar in the fridge', 'it’ll keep there pretty much indefinitely, ready to tuck in to.']","['cabbage', 'soy sauce', 'fish sauce', 'apple juice', 'ginger', 'garlic', 'chilli', 'salt']"
496,509,"['begin by preheating the oven to 180°c', 'peel both of your butternut squashes', 'deseed and chop into chunks', 'add the squash into a roasting tray with a glug of vegetable oil, a big pinch of salt and a tbsp of curry powder', 'mix together and whack it into the oven for 40 minutes until the squash is soft and tender', 'stir halfway through', 'at this point, remove 2/3’s of the butternut squash from the oven and pop the remaining 1/3 back in for another 15 minutes until it becomes browned and caramelised', 'add the 2/3’s of the squash into a blender along with the white miso, 1 tbsp of curry powder, sesame oil, chilli oil and the vegetable stock pot', 'add in a small splash of water and blitz until you have a fine butternut squash paste', 'finely chop the knob of ginger and grate the garlic cloves', 'add the ginger and garlic into a deep saucepan with a splash of vegetable oil', 'fry on low to medium heat', 'just before it begins to colour add the butternut paste and cook for around a minute', 'just before the butternut paste starts to catch add in 1.8l of boiling water', 'stir it together and bubble down on a medium heat until you have a thick broth consistency (looser than a soup)', 'meanwhile, quarter your pak choi', 'get a griddle pan on the heat and when hot add in the quartered pak choi and corn on cobs (if you do not have a griddle pan use a non-stick frying pan without oil)', 'griddle for 3-4 minutes on both sides until charred', 'once cooked set aside', 'time to boil the eggs', 'boil for 5 minutes, remove and add into a bowl of icy water to stop the eggs from cooking', 'remove after a few minutes and peel away the shell', 'get your instant packet noodles and chuck them into the broth', 'cook for 3-4 minutes', 'serving time', 'into a bowl, add a handful of noodles and fill with ramen broth', 'cut the corn off the cob (making sure it stays together) and add into the bowl along with the pak choi', 'take the caramelised butternut squash from the oven and place that in the bowl', 'chop your runny egg in half and add on top', 'drizzle over with more chilli oil and enjoy!']","['butternut squash', 'curry powder', 'miso', 'sesame oil', 'chilli oil', 'vegetable stock', 'ginger', 'garlic', 'pak choi', 'corncobs', 'eggs', 'noodles', 'salt', 'vegetable oil']"
497,510,"['starting with the cod, cut it into even sized goujons', 'get 3 bowls', 'put your flour into the first, whisked eggs into the second and breadcrumbs in the last', 'season the bowls with salt and pepper', 'dip the fish into the flour then egg then breadcrumbs', 'make sure it is evenly coated and repeat for all the fillets', 'place the battered fish onto a tray and set aside in the fridge until you are ready to use', 'mayo time', 'place the egg yolks, mustard and white wine vinegar into a bowl with a pinch of salt', 'beat together with a whisk and keep beating whilst you add all of the oil bit by bit (olive and vegetable)', 'if it gets too thick before you’ve finished adding the oil, loosen with a small splash of water, then add the rest of the oil', 'now for the tartare', 'prepare all the ingredients - dice your shallots and cornichons, juice the lemon, grate the zest and roughly chop your capers and parsley', 'mix together with the mayo (made in step 5) then place in the fridge until you are ready to use it', 'for the burnt lemons, cut 2 lemons in half, get a frying pan on a high heat and place them in the pan cut side down', 'when they begin to burn on the bottom, remove', 'pour 2l of vegetable oil into a large pan on a medium-high heat', 'you want it nice and hot (around 180°c but not smokey), then drop in the goujons and fry until golden brown', 'remove with a slotted spoon and drain on kitchen paper', 'arrange on a plate and serve with dollop of fresh tartare sauce, a wedge of lemon and a sprinkle of salt', 'enjoy!']","['lemon', 'salt', 'pepper', 'cod fillets', 'panko breadcrumbs', 'eggs', 'flour', 'vegetable oil', 'egg', 'dijon mustard', 'wine vinegar', 'olive oil', 'vegetable oil', 'water', 'cornichons', 'shallots', 'capers', 'lemon', 'parsley']"
498,511,"['preheat the oven to 180°c/356°f', 'place your sweet potatoes on a baking tray and bake for 30 minutes', 'wash your chicken, place in a bowl and squeeze the juice of 2 lemons over the top', 'season with 4 tbsp of paprika, thyme and oregano', 'as well as onion salt, salt and pepper', 'drizzle with olive oil and mix together', 'to coat the chicken grab two bowls', 'in one create the flour mix - plain flour, salt, pepper and 4 tbsp of cayenne pepper, paprika, thyme and oregano', 'in another, pour in your milk and a squeeze of juice from 2 lemons', 'let it sit for a minute before dunking the chicken', 'dip the chicken into the flour mix making sure to get an even coat then submerge in the milk', 'fill a pan with a good amount of oil and get it boiling (just enough oil so that the majority of the chicken is submerged)', 'drop in your coated chicken and let it fry for 4-5 minutes on either side', 'then set aside', 'for the waffles, remove your sweet potatoes from the oven and peel away the skin', 'mash it up with a fork', 'do the same to the plantain then add in your self raising flour, baking powder, cinnamon, vanilla essence and milk', 'stir together until you get a nice, thick batter', 'pour the batter into a waffle machine and leave to cook until golden brown', 'once cooked, remove, plate up and place your chicken on top', 'drizzle over a good amount of maple syrup, scatter over some icing sugar and bobs your uncle', 'enjoy!']","['chicken thighs', 'paprika', 'flour', 'cayenne pepper', 'onion salt', 'paprika', 'thyme', 'oregano', 'milk', 'lemon', 'salt', 'pepper', 'olive oil', 'plantain', 'potatoes', 'self raising flour', 'milk', 'powder', 'vanilla essence', 'cinnamon', 'maple syrup', 'icing sugar']"
499,512,"['finely dice the onion and mince the garlic cloves', 'heat the oil in a saucepan, add the onion and cook, stirring frequently, over a low to medium heat until it is soft and translucent', 'add the garlic and cook for a further minute and a half', ""dissolve the vegetable stock cube in 100ml of water and add this to the pan together with the tomato purée, paprika, thyme and henderson's relish"", 'cook for two more minutes, stirring continuously', 'drain the beans and add those to the pan together with 250g of the passata', 'simmer for at least 8 minutes until the sauce is piping hot and slightly thickened', 'at this point you can judge whether you like the beans at this consistency, or slightly runnier – in which case, just pop in the rest of the passata and cook for a couple of minutes more', 'season generously with salt and pepper and dollop onto hot buttered toast, your english breakfast or wherever you want your beans', 'enjoy.']","['cannellini beans', 'tomato puree', 'bread', 'garlic', 'onion', 'relish', 'paprika', 'tomato puree', 'vegetable stock', 'thyme', 'salt', 'pepper', 'olive oil']"
500,513,"['preheat the barbecue for direct cooking', 'combine the cumin, chilli flakes and salt in a bowl', 'cut the meat and fat of the chops into small cubes', 'in a fresh bowl, combine the diced lamb and fat with two-thirds of the spice mix', 'rub all over the meat, reserving the extra spice mix for cooking', 'thread the meat onto skewers, alternating every so often with a piece of the fat', 'cook on the barbecue for around 5 minutes each side, sprinkling with the spice mix now and then', 'the skewers are ready when they’re cooked through and caramelised', 'serve on a flatbread', 'eat immediately and enjoy.']","['lamb chops', 'flatbread', 'cumin', 'chilli', 'salt']"
501,514,"['start by making the labneh', 'line a measuring jug with a cheesecloth and spoon the greek yoghurt into the cloth', 'pick up the edges of the cloth and tie at the top', 'then leave the cloth in the measuring jug and place in the fridge for a day to allow the yoghurt to thicken', 'the labneh can be left in the cheesecloth to drain for 24 to 48 hours', 'the longer the yoghurt is left the thicker the consistency', 'once the labneh is ready, it’s time to prepare the broccoli', 'cut the broccoli into small, bite size florets', 'get a non-stick frying pan with a tbsp of oil on a high heat and fry the broccoli until nicely charred', 'while the broccoli is cooking, untie the cheesecloth and spoon the labneh into a bowl', 'add a squeeze of lemon, a tbsp of cayenne pepper, salt and pepper', 'mix together and set aside', 'roughly chop the toasted hazelnuts', 'serve the charred broccoli on a large platter and dollop over the spiced labneh', 'chop your dill and finish off each dish with a scattering of the dill, 1/2 tbsp of cayenne pepper and the chopped hazelnuts', 'enjoy!']","['yoghurt', 'broccoli florets', 'lemon', 'cayenne pepper', 'hazelnuts', 'dill', 'salt', 'pepper', 'olive oil']"
502,515,"['preheat the oven to 190°c/374°f', 'lay the chicken wings out on a wire rack with a baking tray underneath to catch any juices', 'drizzle and season the wings with a big glug of sesame oil, salt and pepper', 'roast the wings for 30 minutes, until crispy', 'meanwhile, mix the creamy manilife peanut butter with the grounded sichuan peppers, honey, vinegar, soy sauce, grated garlic and ginger and 1 tbsp of sesame oil', 'set aside', 'once the chicken is ready glaze the wings with the peanut marinade, making sure each piece is evenly coated and save some for garnish', 'return the chicken to the oven for 5-8 minutes until the wings crisp up further', 'thinly slice the spring onions and finely chop and deseed the red chilli', 'garnish these over the crispy peanut wings', 'drizzle over the leftover peanutty sauce and tuck in!']","['peanut butter', 'sichuan pepper', 'honey', 'chinkiang vinegar', 'soy sauce', 'garlic', 'ginger', 'chicken wings', 'spring onion', 'chilli', 'salt', 'pepper', 'sesame oil']"
503,516,"['the night before you make your dough, take your starter out the fridge and feed it', 'the next day, mix together the water and flour in a medium mixing bowl and combine until all the flour is absorbed', 'you should have a loose, shaggy dough', 'leave for one hour', ""add the salt and starter to your dough and mix with wet hands until it's combined"", 'transfer the dough to an oiled medium mixing bowl', 'cover with a tea towel and let the dough rise in a warm place until it has doubled in size', 'this usually takes around 12 hours, but can take as little as four', 'now transfer your dough to an oiled 26 x 14cm loaf tin taking care not to knock too much of the air out of the dough, and leave to rise for one hour', 'preheat the oven to 200°c / 392°f', 'bake for 15 minutes', 'turn the oven down to 180°c / 356°f', 'bake for a further 30 minutes', 'remove your bread from the oven, transfer it to a wire rack, and leave it to cool for one hour', 'enjoy!']","['sourdough starter', 'bread flour', 'water', 'salt', 'olive oil']"
504,517,"['the night before you plan to make your dough, take your starter out the fridge and feed it', 'mix together the water and flour in a medium mixing bowl and combine until all the flour is absorbed', 'you should have a loose, shaggy dough', 'leave for one hour', ""add the salt and starter to your dough and mix with wet hands until it's combined"", 'tip out your dough onto a work surface and knead it for 2 minutes until smooth', 'transfer the dough to a well-oiled medium mixing bowl', 'cover with a tea towel and let the dough rise in a warm place until it has doubled in size', 'this usually takes around 12 hours, but can take as little as four', 'shape your dough', 'wet your hands, then gently tip it onto a lightly floured surface and stretch it out gently into a rough rectangle shape, being careful not to knock too many bubbles out', 'wet your hands again, then pick up the dough from the bottom and fold it towards the centre', 'then fold it from the left and right side, and finally roll the dough up from the bottom over and onto itself', ""(see 'stage 5: the shape' video)"", ""wet your hands, then put the dough onto a lightly floured surface and push it gently around in a circular motion until the dough is shaped into a round ball (see 'stage 5: the shape' video)"", 'place it, smooth side up, onto a lightly floured piece of baking paper and leave it to rest for a second time for 30 minutes', 'while your dough is rising, place your casserole pot in the oven and preheat the oven to 240°c / 464°f', 'using a razor blade or very sharp knife, slash at least once across the diameter of the dough', 'remove the pot from the oven, then carefully lift up the parchment paper with the dough on and drop it gently into the pot', 'place the lid back on and bake for 30 minutes', 'remove the lid and bake for a further 15 minutes', 'remove to a wire rack and cool for 45 minutes to one hour', 'enjoy!']","['sourdough starter', 'bread flour', 'water', 'salt', 'olive oil', '', '', '']"
505,518,"['beat 4 whole eggs together in a bowl and set aside', 'heat up a non-stick frying pan with a tbsp oil and add your diced onion', 'sauté on a medium heat', 'add the peas and sauté for a couple of minutes with the onions', 'after a couple of minutes move these ingredients to the side of the wok', 'add the whisked eggs gradually to the empty side of the wok, giving your eggs room to cook', 'stir in the tilda pure basmati rice, allowing each grain to be evenly covered with egg mixture', 'add soy sauce, salt and pepper and mix well', 'take off the heat and serve the fried rice into four bowls', 'separate your 4 egg yolks and place on top of each portion of rice', 'garnish the bowl with a sprinkle of sesame seeds and sliced spring onions.']","['basmati rice', 'onion', 'eggs', 'soy sauce', 'egg', 'spring onions', 'peas', 'sesame seeds', 'salt', 'pepper', 'sesame oil']"
506,519,"['the day before you want to bake, place your flour, starter, table salt, and water into a large mixing bowl and combine with a spatula until it forms a loose, shaggy dough', 'leave for 30 minutes', 'wet your hands and knead the mixture in the bowl until it becomes smooth and stretchy', 'pour 30ml olive oil into the bowl and rub it over so the dough is coated', 'cover your dough on the counter and leave it overnight, for 8 to 12 hours', 'the next morning, take your dough out', 'it should have doubled in size', 'when your dough is ready, pour 15ml olive oil into a 39x28cm roasting tray', 'tip your dough into the roasting tray', 'wet your hands, then fold each corner of the dough into the centre so it resembles a square', 'then flip the dough over', 'pour 15ml olive oil onto the top of the dough', 'leave for another 4 hours in a warm place until it has risen by at least 50%', 'preheat the oven to 220°c / 425°f', 'now press your fingers into the dough to make dimples across all of its surface', 'pick all the leaves off your sprig of rosemary then drop them onto the dough, then scatter across the maldon salt', 'bake for 30 minutes until the dough is crunchy, brown, and crispy', 'leave to cool then tuck in!']","['bread flour', 'water', 'sourdough starter', 'rosemary', 'sea salt', 'table salt', 'olive oil']"
507,520,"['heat the oven to 150°c/302°f', 'line a large baking tray with baking paper', 'separate your egg whites into a clean bowl - any grease in the bowl will stop the whites from properly whipping up', 'starting on a slow speed, use an electric whisk to whip up the egg whites', 'once they begin to turn white and frothy increase the whisk speed and continue whisking until they just hold their shape', 'when the egg whites get to this stage, gradually add the sugar, 1 tbsp at a time', 'whisk for a few seconds in between until you have a glossy, shiny meringue with peaks that hold', 'once all the sugar has been added, spoon in the cornflour, white wine vinegar/lemon juice and vanilla extract and briefly whisk to combine', 'using a metal spoon dollop your meringue mixture onto the middle of your lined baking tray', 'use the spoon to spread the meringue into a rough circle around the size of a pasta bowl, making a divet in the middle of the pavlova where your yoghurt will sit', 'bake for 10 minutes, then turn the oven temperature down to 120°c/248°f and continue to cook for 2-2 1/2 hours until the pavlova is cooked through', 'you will know it is done as it will come away from the paper easily', 'once cooked, leave to cool', 'pour the pineapple juice into a small saucepan over a high heat', 'leave to bubble for 20-25 minutes until the liquid has evaporated and the juice has reduced to a syrup that coats the back of your spoon', 'keep a close eye on the juice for the final 5 minutes, as it will look like it’s not doing anything and will go from watery to syrupy in a matter of seconds\nmeanwhile, heat a grill or griddle pan to maximum', 'cut the skin off the pineapple, cut into quarters lengthways then slice into wedges', 'if grilling, place the pineapple on a baking tray and slide under the grill for around 12 minutes, turning the tray around halfway, until the pineapple is nicely charred', 'if on a griddle, fry for around 3 minutes on each side', 'all of these components can be done in advance (even the day before)', 'assemble just before you eat', 'spoon on the coconut yoghurt then top with the pieces of grilled pineapple, drizzle over the pineapple syrup and tear over the mint leaves', 'then tuck into this naughty little pavlova.']","['egg whites', 'caster sugar', 'cornflour', 'wine vinegar', 'lemon juice', 'vanilla extract', 'pineapple juice', 'pineapple', 'coconut yoghurt', 'mint leaves']"
508,521,"['preheat the grill to maximum', 'place the peppers and chillies onto a baking tray', 'slide under the grill for 15 minutes, turning every 5 minutes until they are evenly blackened', 'add to a bowl and cover (monitor the veg as grill heats vary)', 'leave the veg to steam for 10 minutes', 'scoop the avocados into a food processor with the coriander stalks', 'add a big pinch of ground cumin, sour cream/greek yoghurt, add the zest and juice of 1 lime', 'blitz until smooth, season to taste, set aside', 'fish marinade time', 'crush the garlic into a bowl', 'add the remaining ground cumin and a large crack of black pepper', 'pour in a good glug of olive oil, mix', 'lay the fish fillets on a baking tray', 'season with salt, then evenly spoon the marinade over', 'set aside', 'back to the peppers and chillies', 'if they are too hot to handle, leave to cool for longer', 'take them out of the bowl keeping the pepper juices', 'remove the seeds and peel away any blackened skin', 'roughly chop the flesh and return to the bowl', 'finely chop the onion, roughly chop the coriander leaves', 'add to the peppers and chillies with the remaining lime juice', 'mix and season to taste', 'slide the fish under the grill for 6-8 minutes until it is just cooked through and flakes into large pieces', 'add to a bowl and scrape over all the spiced oil', 'shred the red cabbage and heat the tacos or tortillas', 'bring everything outside for people to help themselves.']","['peppers', 'chillies', 'avocado', 'coriander', 'cumin', 'sour cream', 'yoghurt', 'lime', 'garlic', 'fish fillets', '', 'onion', 'taco shells', 'tortillas', 'cabbage', 'salt', 'pepper', 'olive oil']"
509,522,"['peel and slice the chorizo, finely slice the onions', 'get your largest high sided frying pan over a medium to high heat', 'pour in a good glug of olive oil, chuck in the chorizo and onions with a pinch of salt', 'fry, stirring occasionally, for 10 minutes until the onions have collapsed and softened and the chorizo has released its oil', 'meanwhile finely chop the garlic cloves and halve the cherry tomatoes', 'add the garlic cloves and fennel seeds (if using), to the frying pan, stirring for 1 minute then tip in the rice', 'spoon in the harissa paste and give everything a good stir so that each grain of rice gets coated in the onion and spices', 'chuck the cherry tomatoes into the pan and pour in the white wine', 'once the wine has nearly bubbled away, pour in 2/3 of the stock', 'mix then leave to bubble for 18-20 minutes, stirring occasionally until the stock has been absorbed and the rice is cooked with a slight bite', 'at this point, turn down the heat to low and pour in the remaining stock', 'if using prawns with their shells on, heat a griddle or large frying pan over a high heat', 'fry the prawns for around 2 minutes on each side until they have turned completely pink and their shells have slightly blackened', 'scatter over the top of the rice', 'if using prawns without their skin, chuck the raw king prawns into the paella, and leave for 2-3 minutes to cook through', 'zest 1 of the lemons into the rice, squeeze in the juice and season to taste', 'crumble over the feta and tear over the parsley', 'drizzle the rice with some olive oil, then cut the other lemon into wedges for serving', 'enjoy.']","['chorizo', 'onions', 'garlic', 'cherry tomatoes', 'fennel seeds', 'risotto', 'paella rice', 'harissa', 'wine', 'chicken stock', 'king prawns', 'lemon', 'feta', 'parsley', 'salt', 'pepper', 'olive oil']"
510,523,"['heat a griddle pan or bbq until hot', 'season the corn with salt and pepper and grill for 12-15 minutes, turning regularly until lightly charred and cooked through', 'once tender, put on a serving plate', 'leave to cool for 2 minutes and then brush or spoon over the mayonnaise, turning so that the corn gets completely coated', 'finely grate over the cheese and sprinkle over the chilli powder', 'cut the lime into wedges for squeezing over', 'great as a side for any bbq, or just a snack.']","['corncobs', 'mayonnaise', 'parmesan', 'chilli powder', 'lime', 'salt', 'pepper']"
511,524,"['heat the bbq until hot or heat an oven to 220°c/200°c fan', 'chicken time', 'lay the chicken on your chopping board breast side down then, using a pair of scissors, cut either side of the back bone to remove it', 'once the bone is removed, turn the chicken breast side up, and using your hands apply some weight to the chicken to flatten it', 'next - marinade', 'crush the garlic cloves into a bowl, spoon in the paprika/chilli flakes, cumin, 1 tsp of dried oregano and a good pinch of salt and pepper', 'zest and juice in the lemon then pour in a good glug of olive oil and mix', 'pour the marinade over the chicken, getting into all the crevices', 'place the chicken breast side up on the bbq, or on a tray in the oven', 'if roasting in the oven, cook for 40-45 minutes until cooked through', 'for bbq, cook on the bone side for 40 minutes, checking occasionally', 'move the chicken around the bbq to make sure it is cooking evenly, then flip and finish breast side down for 10-15 minutes', 'flatbread time', 'mix together the flour, yoghurt and salt with 2 tbsp water, using your hands to bring the dough together', 'if the dough is looking a little dry, add the remaining tbsp of water', 'knead for a minute until there are no visible dry bits then put back in the bowl', 'cover with a clean tea towel and leave to rest until your chicken is cooked', 'on to the greek salad', 'roughly chop the tomatoes, cucumber and other salad veggies', 'pour in the red wine vinegar, 1 tsp of oregano and a good glug of olive oil and add your olives', 'season with salt and pepper', 'set aside', 'once the chicken is done, transfer to a plate, cover loosely with foil and let rest', 'flour your surface', 'cut the dough into 8 pieces', 'roll each into a rough ball with your hands', 'then, using a rolling pin, roll into oval flatbreads 1/2 cm thick', 'get a large griddle hot, or cook on your bbq', 'in batches, cook the flatbreads for 2 minutes on each side', 'once golden, wrap inside a clean tea towel, sprinkle with a little water and pile on top of each other to keep them light and soft', 'tear the mint into the greek salad and crumble in the feta', 'bring the chicken, a big knife for carving, flatbreads, salad and yoghurt outside for ultimate summer roast vibes.']","['chicken', 'garlic', 'paprika', 'chilli', 'cumin', 'oregano', 'lemon', 'tomatoes', 'cucumber', 'salad greens', 'wine vinegar', 'mint', 'feta', 'pitted kalamata olives', 'yoghurt', 'salt', 'pepper', 'olive oil', 'self raising flour', 'yoghurt', 'salt']"
512,525,"['in a medium saucepan, add two bananas and cook them on a low heat, mashing the mixture together', 'to a medium bowl, add the sugar, oil, egg, sourdough starter, baking powder and vanilla extract', 'fold in the flour then add the banana mixture', 'line a 900g loaf tin with baking parchment, then pour in your mixture and cover with cling film', 'leave for 6 hours', 'this will help your batter rise and for it to develop its tangy sourdough flavour', 'preheat your oven to 180°c / 350°f', 'cut your remaining banana in half, then dip one half in brown sugar on both sides (the other half is for you to eat whilst you wait)', 'uncover your loaf mixture, drop the sugar-dipped half banana on top, and bake for 60 minutes', ""your cake's ready when you drop a fork into the cake and none of the mixture sticks to it"", 'leave to cool then dig in!']","['sugar', 'sourdough starter', 'flour', 'bananas', 'egg', 'vanilla extract', 'powder', 'vegetable oil']"
513,526,"['in a medium bowl, mix together all the ingredients', 'the batter should be slightly thicker than pancake mixture', 'place your frying pan on a very low heat', 'place a lightly oiled egg ring into your frying pan', 'pour in the mixture until the egg ring is about half full', 'when the bubbles have formed on the crumpets, and when the surface has dried out (at least 6 minutes) gently pull up the egg rings and let the crumpets drop back into the pan, then set aside the egg rings', 'flip the crumpet around and cook the top for 5 minutes until golden brown', 'repeat this with all the crumpets', 'serve and enjoy with marmite or honey!']","['sourdough starter', 'flour', 'water', 'powder', 'salt', 'olive oil']"
514,527,"['rinse the bulgur wheat until the water runs clear', 'cook in a pan of boiling salted water (3 parts liquid) and simmer until absorbed', 'meanwhile, chop the tomatoes in half, remove any stems and spoon out the seeds so you are left with just the flesh', 'finely dice the flesh then scoop up the tomatoes and drain away any excess moisture', 'place into a large mixing bowl', 'finely chop the spring onion and add into the bowl', 'squeeze in the juice and zest of a lemon and season with salt and pepper', 'mix everything together', 'once the water has been absorbed by the bulgur wheat, cover and leave to steam for 2 minutes', 'then fluff the grains with a fork then add into the large mixing bowl', 'set the bowl aside', 'time for the tahini dressing', 'in a cup mix together the tahini, 2 tbsps of water, grate in the garlic, a tbsp of olive oil, salt, pepper, and the juice of a lemon', 'keep adding water splash by splash until you have a nice creamy tahini dressing', 'slice the halloumi into thin chunks and add into a bowl', 'season with olive oil, salt and pepper', 'heat a non-stick frying pan on a medium-high heat and whack in the halloumi', 'fry each piece of halloumi on both sides until golden brown and set aside', 'while the halloumi is frying, finely chop your herbs (mint and parsley)', 'it is important not to bruise them so try to chop them as finely as possible on the first chop through so that you don’t have to go back and forth lots of times', 'season and toss together', 'add the herbs and the spices (cinnamon and ground coriander) into the bulgur and tomato bowl', 'season with salt, pepper, a tbsp olive oil and toss together', ""immediately serve up the herby tabbouleh (you don't want to leave it sitting around for too long)"", 'top with your golden halloumi, and drizzle on the tahini dressing', 'scatter each plate with a few pomegranate seeds, season and enjoy!']","['bulgur wheat', 'tomatoes', 'spring onions', 'cinnamon', 'coriander', 'lemon', 'mint', 'parsley', 'tahini', 'garlic', 'halloumi', 'pomegranate seeds', 'salt', 'pepper', 'olive oil']"
515,528,"['preheat the oven to 180°c/356°f', 'salsa verde time', 'grab a bowl', 'add a large handful of finely chopped parsley and tarragon leaves (remove the stalks), anchovies, shallots and roughly chopped capers', 'stir together with red wine vinegar, 6 tbsps of olive oil, a crack of pepper and a pinch of salt', 'set aside', 'whack your baby potatoes onto a baking tray, drizzle over a large glug of olive oil and season generously', 'massage together and roast for 50 minutes', 'meanwhile, prepare your bricks', 'wrap up 2 bricks in foil, making sure that the whole brick is covered', 'debone the chicken and cut away any excess fatty pieces', 'when all the chicken is ready, add into a bowl with a glug of olive oil, salt and pepper', 'massage together', 'heat up a non-stick frying pan without any oil and flatten the chicken thighs into the pan skin-side down', 'place your foiled bricks on top of the chicken and leave for about 10 minutes', 'remove the brick and flip the chicken', 'the skin side will have become golden and crispy', 'leave for a couple more minutes then remove from the pan once cooked through', 'serve up your crispy chicken with salty potatoes and a drizzle of your salsa verde dressing.']","['tarragon', 'parsley', 'anchovies', 'capers', 'shallot', 'wine vinegar', 'potatoes', 'chicken legs', 'salt', 'pepper', 'olive oil']"
516,529,"['preheat the oven to 180°c/356°f', 'roughly quarter the peppers and place in a baking tray', 'drizzle over some olive oil and a big pinch of salt', 'massage together and roast for 40 minutes', 'thinly slice your aubergine lengthways and whack it in a colander', 'place the colander over a bowl and generously salt the slices', 'leave for 20 minutes', 'this will draw out the moisture', 'meanwhile, prep the rest of your filling', 'halve the ciabatta', 'pit the olives', 'thinly slice the mozzarella balls', 'once the pepper is roasted, remove from the oven', 'allow to cool, and then peel away the skins', 'once the aubergine is ready, pat dry to remove excess moisture', 'heat a non-stick frying pan, and then add your aubergine', 'do not add oil at this point', 'you want the aubergine to toast, not fry', 'once soft and charred, remove from the heat', 'add to a bowl, drizzle over a glug of olive oil and a pinch of pepper', 'toss together and set aside', 'take your halved ciabatta loaf and spread a layer of pesto over the bottom half (about 2 tbsps)', 'layer the fried aubergine slices on top of the pesto, then the sliced mozzarella', 'tear the parma ham and layer on top, followed by the salami slices then the roasted pepper and finally the olives', 'spread a layer of pesto on the top lid (about 2 tbsps) of the ciabatta and place it on the sandwich', 'tightly wrap the sandwich up in clingfilm and press it down using a heavy object', 'leave pressed in the fridge overnight', 'when ready, remove from the fridge, chop in half and tuck in!']","['peppers', 'aubergines', 'ciabatta', 'kalamata olives', 'mozzarella', 'pesto', 'parma ham', 'salami', 'salt', 'pepper', 'olive oil']"
