,id,steps,ingredients
595,107410,"['to make make curry paste soak chillies in water for 1-2 minutes or until soft', 'remove stems and seeds and roughly chop', 'heat frypan over high heat, wrap shrimp paste in foil and heat in the pan for 5 minutes or until fragrant', 'cool then use a mortar and pestle to pound the shrimp paste and remaining curry paste ingredients into a fine paste, adding a little water if necessary', 'or chop ingredients into a paste using a small food processor', 'to make duck curry, place coconut milk and curry paste in a saucepan over medium heat and bring to boil', 'reduce heat to low and simmer for 5 minutes', 'add duck, stock, sugar, fish sauce, beans, lime leaves and a pinch of salt and simmer for 5 minutes', 'add tomatoes and pineapple and cook for another 3 minutes', 'just before serving stir in basil leaves', 'serve over rice']","['coconut milk', 'peking duck', 'chicken stock', 'palm sugar', 'fish sauce', 'snake beans', 'kaffir lime leaves', 'cherry tomatoes', 'fresh pineapple chunks', 'thai basil', 'salt', 'dried red chilies', 'shrimp paste', 'garlic', 'shallots', 'lemongrass', 'galangal', 'ground coriander', 'ground cumin', 'paprika', 'ground cloves']"
596,125843,"['preheat oven to 350o', 'grease and flour a loaf pan', 'in a bowl, mix butter and sugar until creamy', 'in a separate bowl combine flour, baking powder and salt', 'blend dry ingredients with creamed butter/sugar mixture', 'add mashed bananas, eggs and nuts', 'pour into loaf pan', 'bake for 1 hour or until a knife comes out clean']","['butter', 'light brown sugar', 'flour', 'baking powder', 'salt', 'bananas', 'eggs', 'macadamia nuts']"
597,169281,"['whisk together marjoram vinaigrette ingredients until smooth and emulsified', 'place all ingredients except vinaigrette in a large bowl', 'add vinaigrette and toss gently', 'serve alone, or spooned over lettuce leaves if desired']","['white beans', 'peas', 'red cabbage', 'granny smith apple', 'bavarian smoked cheese', 'prosciutto', 'sunflower seeds', 'lettuce leaf', 'extra virgin olive oil', 'white wine vinegar', 'fresh marjoram', 'hot mustard', 'honey', 'sea salt', 'fresh ground black pepper']"
598,171633,"['put mint into a jug', 'cover with boiling water and add sugar and vinegar', 'add salt to taste', 'makes  1/2 cup']","['mint leaf', 'boiling water', 'sugar', 'malt vinegar', 'salt']"
599,184543,"['pepper chicken breasts', 'wrap a slice of bacon around each breast and secure with toothpick', 'place layer of dried beef in bottom of baking dish', 'place a wrapped breast on top of beef', 'cover with mixture of soups,sour cream and cream cheese', 'cover with foil', 'place in 325 degree oven for 2 hours, remove foil and let brown slightly', 'serve over rice']","['chicken breasts', 'cream of chicken soup', 'dried beef', 'sour cream', 'cream cheese', 'bacon', 'fresh ground pepper', 'cooked rice']"
600,251555,"['layer half the potatoes and ham in a baking dish', 'combine flour and milk in a covered container, and shake well, removing all lumps with a fork', 'pour into a saucepan, and cook over med-high heat until the mixture thickens', 'add tomatoes, onions, half the cheese, and chili seasonings to the pan', 'mix well, and allow cheese to melt', 'pour half the tomato mixture over the potatoes and ham', 'place remaining potatoes and ham on top, and pour the rest of sauce mixture over potatoes', 'top with remaining cheese', 'bake at 350, for 30-35 minutes']","['frozen hash browns', 'evaporated milk', 'flour', 'onion', 'rotel tomatoes %26 chilies', 'chili seasoning mix', 'mexican blend cheese', 'ham']"
601,270076,"['make egg wash by mixing egg and milk', 'put sliced onions in a bowl and pour egg wash over them', ""turn onion slices so that they're all thoroughly coated, then pour onions into a colander to drain"", 'put flour and seasoning salt in a plastic zip-top bag', 'add onions and shake to coat', 'slowly add onions to hot cooking oil in batches', 'they fry up quickly, so make sure not to burn them', 'my dh says these are so good they\'re ""no ketchup needed', '""  i like eating them with ranch dressing']","['egg', 'milk', 'sweet onions', 'all-purpose flour', 'seasoning salt', 'oil']"
602,305380,"['in a medium pan bring coffee, cream or milk, and sugar to a boil', 'in a small bowl add corn starch and dissolve in water', 'constantly stirring, add cornstarch to coffee mixture and cook for 3 minutes', 'remove from heat', 'beat egg yolk and stir into coffee mixture, bring to a boil', 'remove from heat', 'fold in beaten egg white and pour into glass serving bowl', 'chill thoroughly in refrigerator and decoreate with whipped cream before serving']","['extra strong coffee', 'cream', 'sugar', 'cornstarch', 'egg', 'whipped cream']"
603,327635,"['soak the chicken breasts in the italian dressing for about 30 minutes, then roll in bread crumbs', 'place in baking dish and cook in oven for about 1 hour', 'enjoy!']","['boneless chicken breasts', 'italian dressing', 'breadcrumbs']"
604,338383,"['mix the chilli and rice in a 9x18"" cassarole dish', 'top with cheese', 'bake at 350 degrees for 30-45 minutes']","['chili', 'instant rice', 'cheddar cheese']"
605,357841,"['combine everything in a tightly covered container and refrigerate', 'this will keep a long time']","['pineapple', 'garlic cloves', 'of fresh mint', 'lime juice', 'salt', 'cumin', 'cayenne pepper']"
606,373000,"['combine seasoning mix, lemon juice, olive oil and garlic, mixing well', 'marinate the the chicken for two hours, refrigerated', 'grill chicken 20 minutes or until juices run clear, basting with marinade']","['seasoning', 'lemon juice', 'olive oil', 'garlic cloves', 'chicken']"
607,379639,"['place bulgur in a large mixing bowl', 'cover with boiling water and let stand 5 to 10 minutes, then fluff grains with a wooden spoon', 'add onions, parsley, mint, and tomatoes and mix well', 'finally, add the rest of the ingredients one at a time', 'mix thoroughly', 'chill in the refrigerator and toss once again before serving']","['bulgur', 'boiling water', 'green onion', 'onion', 'parsley', 'fresh mint leaves', 'tomatoes', 'extra virgin olive oil', 'red wine vinegar', 'lemons%2c juice of', 'tamari soy sauce', 'salt and pepper', 'cayenne pepper']"
608,385034,"['blend the cream cheese and sour cream together', 'add green chiles and salsa and blend well', 'add pepperjack cheese', 'fold spinach and mix well', 'spread mixture lightly on the shell', 'roll shell tightly', 'secure shell with toothpicks', 'cut into 3/4"" to 1"" sections', 'repeat on next shell until filling is gone']","['cream cheese', 'sour cream', 'green chilies', 'salsa', 'monterey jack pepper cheese', 'fresh spinach', 'tortillas']"
609,397988,"['preheat oven to 160degrees celcius', 'butter two large ramekins, about 7', '5cm in diameter, then dust liberally with cocoa, shaking out any excess', 'slowly melt the chocolate and butter in a small bowl set over a pan of hot water, then take off the heat and stir until smooth', 'leave to cool for 10 minutes', '4', 'using an electric whisk, whisk the whole egg, egg yolk and sugar together until pale and thick, then incorporate the chocolate mixture', 'sift the flour over the mixture and gently fold in, using a large metal spoon', 'divide between the ramekins and bake for 12 minutes', '5', 'turn the chocolate fondants out on to warmed plates', 'dust the tops with icing sugar and serve with a spoonful of vanilla ice cream']","['unsalted butter', 'cocoa powder', 'bitter chocolate', 'egg', 'egg yolk', 'caster sugar', 'plain flour', 'icing sugar', 'vanilla ice cream']"
610,401631,"['in a saucepan, on high heat, mix eggs into the rice', 'keep stirring until the eggs have been absorbed (or cooked)', 'turn off the heat', 'add the butter, then cheese, and everything else', 'serve', 'enjoy ! =d']","['cooked rice', 'eggs', 'butter', 'cheddar cheese', 'garlic powder', 'hot sauce', 'mushroom']"
611,445732,"['heat oven to 350 degrees', 'season the pork loin on all sides with the salt and pepper to your own tastes', 'in a large skillet, heat the olive oil over medium-high heat', 'when hot and shimmering add the pork loin to the oil and sear on all sides', 'when dark brown on all sides, place the pork loin in aluminum foil', 'in the remains of the hot oil, add the onions, sage, and season with more salt and pepper to taste', 'while the onions are sauteing, smear the horseradish sauce and mustard on the surface', 'add the diced tomatoes to the onions and cook until the tomatoes and onions both soften to roughly the same amount', 'pour the onion/tomato mixture over the top of the pork in its foil wrapping and crimp it up along the sides', 'place in the oven for 45 minutes', 'meanwhile, in a large pot of boiling water, place the quartered cabbage', 'season with salt and pepper to taste as well as add the paprika and cumin seeds, sprinkled over the top', 'place a lid on the pod and steam/boil the cabbage until soft over medium-low heat (about 45 minutes)', 'remove the loin from the oven and let it sit for at least 15 minutes before carving', 'just before carving the pork loin, melt the butter (in 3-4 batches) in the skillet and saute both sides of the slices of bread, effectively creating pre-buttered toast', 'serve the sliced pork loin with healthy spoonfuls of the onions and tomato along with the cabbage and toast']","['olive oil', 'pork loin', 'salt and black pepper', 'horseradish sauce', 'mustard', 'sweet onion', 'ground sage', 'tomatoes', 'green cabbage', 'paprika', 'cumin seed', 'whole wheat bread', 'butter']"
612,450426,"['1', 'in large pot, combine broth, wine, olive oil, tomatoes', 'heat on high until it reaches rolling boil', 'add beans, onion, zucchini, thyme, garlic, sage, bay leaves, pepper and salt', 'reduce heat to medium', 'simmer 20 minute', '2', 'meanwhile, chop sausage and brown in skillet', 'add to soup', 'simmer 20 more min', ', stirring occastionally', '3', 'add pasta, spinach, and tomato paste', 'reduce heat once more to med-low, simmer 30 minute', '4', 'remove bay leaves, season once more with a dash of salt and pepper to taste', '5', 'ladle into soup bowls and garnish with parmesan cheese']","['fat free chicken broth', 'white wine', 'olive oil', 'diced tomatoes', 'garbanzo beans', 'black beans', 'fresh green beans', 'onion', 'zucchini', 'dried thyme', 'garlic', 'dried sage', 'bay leaf', 'black pepper', 'salt', 'fresh mushrooms', 'turkey sausage', 'tomato paste', 'frozen chopped spinach', 'parmesan cheese']"
613,472871,"['preheat oven to 350', 'rinse chicken and pat dry, cut breasts in half and chuck roast into 4-5 pieces', 'season with salt and pepper', 'cover with foil and roast 1 hour', 'remove roasting pan from oven', 'place meats in a separate container to cool', 'pour meat juices into heatproof measuring cup, place in freezer for 30 minutes, then remove and scrape off the fat', 'after fat has been skimmed, add enough chicken broth to meat stock to bring level up to 3 cups (you should  start with about 2 cups of meat stock)', 'set aside until ready to use', 'when chicken has cooled, remove the skin and bones', 'there is no need to cut up the pieces as it will stew for an additional 2 hours and will wind up shredding on its own', 'chop bacon into 2"" pieces, saute in large stockpot over medium-high heat until crisp', 'remove bacon and drain off all but 2 t of fat', 'return bacon to pot and increase heat to high', 'add onions and cook to soften, stir, scraping up the bacon bits', 'add garlic and cook until you can smell it', 'deglaze pan by adding meat stock mixture to loosen all brown bits on bottom of pan', 'add the tomatoes, ketchup, brown sugar, yellow mustard, worcestershire, cider vinegar, lemon juice and tabasco', 'stir well', 'add chicken and beef pieces to the pot', 'stir meat into the stew so that all the pieces are submerged in sauce', 'this is stewing--simmering tough pieces of meat to tenderize and flavor', 'cover and simmer stew for 2 hours', ""stir occasionally to make sure sugars aren't scorching"", 'remove cover during last 1/2 hour', 'break up large meat chunks with a potato masher if needed', 'add corn and lima beans (if desired) and cook stew for 30 minutes more', 'serve with corn muffins and extra tabasco']","['chicken breasts', 'chuck roast', 'bacon', 'yellow onions', 'garlic', 'low sodium chicken broth', 'tomatoes', 'ketchup', 'brown sugar', 'prepared yellow mustard', 'worcestershire sauce', 'apple cider vinegar', 'lemon juice', 'tabasco sauce', 'corn', 'baby lima beans']"
614,517375,"['take the steak(s) out of the refrigerator 45 minutes before cooking time', 'pat the steak dry on both sides with paper towels', 'drying them is very important to getting that good crust that you want on the outside', 'sprinkle both sides of the steak liberally with salt, pepper, garlic powder and any other seasonings you might like on your steak', 'let the steak rest at room temp for 45 minutes on a cutting board', 'this time is crucial to let the seasoning permeate the meat and draw some of the moisture toward the surface', 'after 45 minutes, pat both sides of the steak dry with paper towels again', ""don't worry if some of the seasoning comes off, as most of the flavor in already soaked into the meat"", 'preheat your oven to 400 degrees', 'using a deep cast iron skillet, place it on high heat until it is very hot', 'to the hot pan, add the peanut oil', 'once the oil is very hot, use tongs to place your steak in the pan', 'be careful not to splatter yourself with hot oil', 'cook the steak for 2 minutes on one side, then carefully flip', 'add the butter and sprigs of thyme to the pan and spoon the melted butter over the surface of the steak for another 2 minutes', 'place the skillet in the hot oven for about 2 minutes', 'then check the temperature with a meat thermometer', 'the center of the steak should read 120 degrees for medium rare', 'continue to cook in the oven until 120 degrees is reached', ""don't skip this step; as with pork chops, finishing the cooking in a hot oven helps to make the meat more tender and juicy"", 'turn off the oven and remove the steak from the pan and place it on a clean cutting board to rest for 15 minutes', 'resting is extremely important because it allows the juices to move away from the outside and back into the center of the meat', 'do not cut the meat until it is rested', 'once rested, plate the steak and spoon some of the butter and thyme mixture over the steak', 'while the steak is resting, return the skillet with the pan drippings to the stove and add the onion soup, mushrooms with one can of mushroom juice, and wine to the skillet', 'cook on medium high heat, stirring constantly to get the pan juices and brown bits off the bottom of the skillet', 'continue cooking at a boil until the sauce reduces down to a thin gravy', 'this should take 10-15 minutes and be ready when your steak is done resting! serve mushrooms either on top, or on the side of the steak', 'tips:', 'choose a bone-in ribeye or top sirloin or filet, and be sure the label says usda choice or prime cut', 'a cut labeled select will not give you a good result', 'your steak should have a nice marbling of fat throughout', 'do not use regular table salt, it will be too salty', 'kosher salt or sea salt works great', ""if you can't find whole button mushrooms in a can or jar, you can use sliced"", 'i have tried using fresh mushrooms, but the flavor is not the same', 'if you do use fresh mushrooms, you may want to blanch them first to preserve color and texture', ""if you don't have french onion soup, you can use a can of beef broth or stock, and a small onion, diced"", 'simmer the beef broth and onions for 15 minutes before continuing with the normal instructions', 'cast iron is perfect for this because of how well it conducts an even heat', ""if you don't own at least one good cast iron skillet, consider investing in one"", 'it really does make a difference', ""if you don't have one, you can use a regular skillet, just make sure it's large enough to fit the whole steak and deep enough to avoid splattering oil on you"", 'also make sure it is oven safe, because finishing the steak in the pan in a hot oven is very important', 'when you slice your steak, be sure to cut across the grain, and slice through in one motion without sawing at the meat', 'sawing makes the meat tough', 'enjoy!']","['steak', 'peanut oil', 'unsalted butter', 'fresh thyme', 'kosher salt', 'black pepper', 'garlic powder', 'soup', 'whole mushrooms', 'burgundy wine']"
615,3818,"['butter a 20 cm round sandwich tin, at least 2', '5 cm deep, then place the flour,  sugar, baking powder and salt into a bowl', 'rub in the butter, until the mixture resembles fine breadcrumbs', 'break the egg into a separate basin and beat it  together with the milk', 'then pour this on to the rubbed in mixture and stir with a wooden spoon until it forms a soft dough', 'next turn the mixture into the prepared tin and carefully level it off with the back of a spoon', 'skin the peaches by placing them in a bowl and pouring over enough boiling water to just  cover them', 'leave the peaches for a minute or  two, then drain and carefully  peel off the skins', 'slice each peach fairly thinly, discarding the stone and  arrange the slices over the top of the cake mixture', 'in another bowl mix the  sugar, cinnamon and nutmeg together and sprinkle this over the top of the  peaches', 'follow this with a sprinkling of melted butter, then bake for 30-35  minutes in a preheated oven at 200 c / 400 f / gas 6 or until the mixture is  slightly  risen and seems lightly browned and bubbly', 'this is nicest served warm with some very cold pouring cream']","['plain flour', 'caster sugar', 'baking powder', 'salt', 'butter', 'egg', 'milk', 'peaches', 'demerara sugar', 'ground cinnamon', 'ground nutmeg', 'butter']"
616,27615,"['sprinkle meat with salt and pepper; rub all over with the oil', 'place in small, shallow roasting pan', 'put pan on bottom rack of oven; bake at 350* for 25-30 minutes', 'turn once or twice', 'remove from pan; cover loosely with foil', 'spoon fat from pan', 'put pan on stove top; add mushrooms, (a little salt and pepper is nice here) cook until mushrooms are lightly browned', 'add shallots, cook and stir briefly', 'add wine; cook and scrape the pan to loosen browned bits', 'reduce by half; add broth, tomato paste, and juices that have accumulated around roast', 'cook on high for 4 minutes', 'swirl in butter and parsley']","['filet of beef', 'olive oil', 'sliced mushrooms', 'shallots', 'madeira wine', 'beef broth', 'tomato paste', 'butter', 'fresh parsley']"
617,50874,"['in a skillet over medium heat, toast almonds', 'remove from heat; finely chop almonds', 'in a medium bowl, combine almonds, graham cracker crumbs and butter; mix well', 'press crumb mixture evenly 2 inches up the sides and over the bottom of a 10-inch springform pan', 'set aside', 'in an electric blender or food processor container, puree cherry filling until smooth', 'pour pureed cherry filling into a medium saucepan', 'combine 2 tablespoons granulated sugar and cornstarch; stir into cherry filling', 'cook, stirring constantly, over low heat until mixture is thick and bubbly', 'remove from heat', 'stir in almond extract', 'set aside to cool', 'in a mixing bowl with an electric mixer, combine cream cheese, remaining 3/4 cup sugar, amaretto, lemon juice and vanilla; beat until light and fluffy', 'add eggs all at once, beating on low speed just until mixed', 'do not overbeat', 'to assemble the cheesecake, pour one-third of the cream cheese mixture into prepared crust', 'top with about 1/3 cup of the cherry puree', 'swirl', 'cherry mixture into cream cheese mixture using a knife or spatula', 'repeat layers twice, ending with cherry puree', 'reserve remaining puree', 'bake in a preheated 350 f oven 60 to 65 minutes or until the center appears nearly set when gently shaken', 'do not let the top crack', 'cool on a wire rack', 'let chill', 'to serve, spoon a generous tablespoon of puree on serving plate', 'place cheesecake wedge on top of puree']","['sliced almonds', 'graham cracker crumbs', 'butter', 'cherry pie filling', 'granulated sugar', 'granulated sugar', 'cornstarch', 'almond extract', 'cream cheese', 'amaretto liqueur', 'lemon juice', 'vanilla extract', 'eggs']"
618,86560,"['cook chopped bacon and onion in large pot', 'cook slowly; onion should be soft but not brown', 'remove onion and bacon from pot; set aside', 'leave 2 tablespoons bacon fat in pot', 'put potatoes in same pot', 'add just enough water to cover', 'cook 5-10 minutes', 'add fish to pot', 'cook until fish is flaky', 'remove skin from fish', 'thicken with flour mixed with a little water', 'bring to a boil', 'reduce heat until no longer boiling', 'add milk, bacon and onion', 'heat but do not boil', 'salt and pepper to taste']","['haddock', 'bacon', 'potatoes', 'onion', 'flour', 'whole milk', 'salt and pepper', 'water']"
619,89253,"['roast garlic place garlic on tin foil', 'sprinkle garlic heads with oil, close foil and bake at 400 degrees for 45 minutes mushroom salad cut bread into 1/2"" slices', 'toast or grill', 'squeeze garlic out of skins and mash', 'spread the roasted garlic on the toasted bread', 'heat the olive oil in a pan on high', 'add mushrooms and saute until golden and tender', 'stir in parsley, salt and pepper', 'take off heat and add balsamic vinegar', 'place the arugula on serving plates, top with the toast, scatter the mushrooms over top and sprinkle with remaining olive oil', 'season to taste and serve warm', 'cooking time includes roasting garlic--']","['italian bread', 'olive oil', 'mushrooms', 'parsley', 'sea salt', 'fresh ground black pepper', 'balsamic vinegar', 'arugula', 'extra virgin olive oil', 'garlic', 'aluminum foil', 'oil']"
620,116672,"['pour all ingredients into a medium saucepan', 'heat over medium heat for about 4 minutes, stirring ocassionaly']","['tomatoes', 'black beans', 'mexican-style corn']"
621,133054,"['mix all ingredients', 'refrigerate for 3 hours']","['mayonnaise', 'sour cream', 'dill weed', 'onion', 'parsley', 'seasoning salt', 'accent seasoning', 'worcestershire sauce', 'tabasco sauce']"
622,135585,"['preheat oven to 400 degrees', 'spray skillet with cooking spray', 'add chicken and cook 4 minutes each side until browned', 'place chicken in an 11 x 7 baking dish coated with cooking spray', 'combine hot sauce and next 4 ingredients', 'pour over chicken and bake uncovered for 25 minutes', 'serve with dressing']","['chicken breast halves', 'hot sauce', 'vinegar', 'margarine', 'celery seed', 'pepper', 'fat free blue cheese dressing']"
623,168848,"['preheat oven to 350', 'beat honey, oil and sugar until well blended and light', 'add egg and mix well', 'combine flour, baking soda, cinnamon, and salt in separate bowl', 'slowly add dry ingredients to honey mixture mixing well', 'spread into 9x13 greased baking pan', ""cook 15 to 20 minutes until edges are light brown and center is puffy and doesn't look moist"", 'icing', 'while bars are baking mix together powdered sugar, vanilla, mayonaise, and water', 'spread icing on bars while still hot', 'let cool completely and cut into bars']","['vegetable oil', 'honey', 'sugar', 'egg', 'flour', 'baking soda', 'cinnamon', 'salt', 'vanilla', 'powdered sugar', 'mayonnaise', 'water']"
624,174815,"['mix the two ingredients with enough water to make a dough', 'separate the dough into lemon size balls and roll into round shape', 'heat over a pan till cooked on both sides']","['soya flour', 'wheat flour']"
625,187394,"['cook the rigatoni in 6 litres of boiling salted water until al dente', 'in a heavy frypan heat a bit of extra virgin olive oil along with the capers and olives', 'cook for a few minutes over low heat then add the chopped chilli and the tuna, stirring frequently for five minutes', 'add the chopped tomatoes, season lightly and cook for another 15 minutes', 'add the drained cooked pasta, mix thoroughly and add some freshly crushed pepper', ""*please don't kill the dish by adding parmesan"", 'enjoy!']","['rigatoni pasta', 'fresh chili peppers', 'tuna packed in oil', 'fresh tomatoes', 'capers', 'olives', 'salt %26 pepper']"
626,208916,"['bring a pot of water to boil', 'add the tomatillos, jalapenos, onion and garlic', 'simmer for 15 minutes, until the tomatillos are soft', 'drain, cool slightly and put them in a blender', 'add the cilantro, lime juice, and cumin', 'puree for a few seconds to blend, and then pour in 1/4 cup of water and process to a coarse puree, season with salt', 'you should have about 2 cups of this salsa verde', 'put to one side', 'make a roux by melting the butter over med-low heat in a thick bottomed saucepan', 'sprinkle in the flour, stirring constantly to prevent lumps', 'cook for 2 minutes, then gradually whisk in the chicken stock and simmer for 5 minutes to thicken', 'fold in 2 cups of the shredded jack cheese, and mix until melted into the sauce', 'stir in the prepared salsa verde until incorporated and remove from the heat', 'make the salsa by combining the cherry tomatoes, onions, jalapeno, cilantro and lime juice in a bowl; season with salt and pepper, tossing to combine', 'to build these awesome nachos:  preheat oven to 350°', 'get a large oven proof platter and cover it with a few handfuls of tortilla chips, follow with a portion of the shredded chicken, a coating of the cheese sauce, and a nice sprinkle of the remaining jack cheese', 'make 3 or 4 layers of the nachos', 'bake until they are all hot and gooey, about 5 to 10 minutes', 'spoon the salsa over the top of the nachos, and serve with sour cream and guacamole']","['tomatillos', 'jalapenos', 'onion', 'garlic cloves', 'cilantro leaf', 'lime%2c juice of', 'ground cumin', 'unsalted butter', 'all-purpose flour', 'chicken stock', 'monterey jack cheese', 'corn tortilla chips', 'cooked chicken', 'cherry tomatoes', 'green onions', 'jalapeno', 'cilantro leaf', 'limes%2c juice of', 'salt and pepper']"
627,231539,"['place cucumber slices in a colander', 'sprinkle with salt; toss to coat and let stand 15 minutes, stirring occasionally', 'meanwhile, stir vinegar, dill, sugar, and pepper in large bowl until sugar is dissolved', 'drain cucumbers well and pat dry', 'add cucumbers to dressing and stir to blend', 'refrigerate at least 30 minutes and up to 2 hours', 'serve cold']","['cucumbers', 'kosher salt', 'distilled white vinegar', 'fresh dill', 'sugar', 'fresh ground black pepper']"
628,235138,"['char chilies directly over gas flame or in broiler until blackened on all sides', 'enclose inpaper bag 10 minutes', 'peel, seed, and coarsely chop chiles', 'saute sausage and garlic in very large skillet over medium high heat unti browned, breaking into pieces, about 20 minutes', 'add green onions; stir until wilted, about 5minutes', 'remove from heat', 'mix in cilantro and poblano chiles', 'toss both cheeses and cornstarch in large bowl until coated', 'bring 2 cups broth to simmer in large pot over medium-high heat', 'add cheese by cupfuls, whisking until each addition is almost melted before adding the next', 'remove from heat', 'stir in chorizo mixture', 'thin with more broth by 1/4 cupfuls if too thick', 'season with salt and pepper', 'transfer to bowl; serve with tortilla chips']","['poblano chiles', 'chorizo sausage', 'garlic cloves', 'green onions', 'fresh cilantro', 'monterey jack cheese', 'mozzarella cheese', 'cornstarch', 'low sodium chicken broth']"
629,243579,"['heat oil and cook onion and garlic until soft', 'add beans and stir until heated through', 'stir in pesto &amp; parsley to serve']","['olive oil', 'onion', 'garlic cloves', 'cannellini beans', 'pesto sauce', 'fresh parsley']"
630,250973,"['preheat oven to 350 degrees f', 'melt chocolate with butter in microwave', 'beat eggs thoroughly', 'gradually beat in sugar', 'blend in chocolate mixture and vanilla', 'add flour, salt, and baking powder', 'stir well', 'stir in nuts', 'spread in 9 x 13 greased pan', 'bake for 20 minutes then check with a toothpick', 'bake just until the toothpick comes out clean', 'you might add up to 5 more minutes in oven']","['unsweetened chocolate squares', 'margarine', 'eggs', 'sugar', 'vanilla', 'flour', 'salt', 'baking powder', 'nuts']"
631,258142,"['marinade fish fillets in lemon juice and 1 tsp of garlic powder as well as a little salt for around 10 minute', 'combine mayonnaise, mustard, and the remaining 1 tsp of garlic powder', 'in a second container, combine the cornflake crumbs and coriander', 'remove fillets from marinade, and spread on them the mayo/mustard, and then coat them completely with the cornflake mixture', ""place them in an oven safe dish that's been sprayed with pam or other cooking spray"", 'spray more pam on top of the fish (this will make the fish crust crispy), and bake in the oven at 450 degrees for 10-15 minutes, depending on the thickness of the fish', 'serve with lemon wedges']","['fish fillets', 'low-fat mayonnaise', 'spicy brown mustard', 'garlic powder', 'salt and pepper', 'coriander', 'lemon juice', 'corn flake crumbs', 'pam cooking spray', 'lemon wedge']"
632,281529,"['preheat oven to 350', 'in large bowl combine oil garlic and all herbs and salt', 'stir in potatoes until evenly coated', 'place potaotes in a single layer on a roasting pan or baking sheet', 'roast for 20 to 30 minutes', 'turn halfway through cooking', 'enjoy!']","['olive oil', 'garlic', 'dried basil', 'dried marjoram', 'dried dill weed', 'dried thyme', 'dried oregano', 'dried parsley', 'crushed red pepper flakes', 'salt', 'potatoes']"
633,312061,"['preheat the oven to 375°f', 'butter a shallow oval gratin dish that is about 12 inches long, or a 2-quart baking dish', 'heat 1 tablespoon of the olive oil in a large, heavy, nonstick saute pan over medium-high heat and add the garlic and red pepper flakes', 'saute until glossy, 20 to 30 seconds, and add the tomatoes, sugar, and salt and pepper', 'saute, stirring often, until the tomatoes cook down to a chunky sauce, about 15 minutes', 'taste and correct seasonings, stir in the basil, and transfer to a bowl', 'clean and wipe dry the saute pan and add 2 tablespoons of the olive oil', 'heat over medium-high heat', 'when the olive oil is hot, add the eggplant slices in an even layer', 'cook on both sides until browned and tender, 3 to 5 minutes per side', 'drain on paper towels', 'on the bottom of the dish, arrange half the eggplant slices, overlapping each other slightly in concentric rings to form a single layer', 'sprinkle evenly with salt and pepper', 'top with half the tomatoes', 'repeat the layers', 'layer on the shredded cheese', 'drizzle on the remaining tablespoon of olive oil', 'bake for 25 minutes, then turn the oven heat down to 350°f bake another 20 minutes, or until the eggplant slices are completely tender when pierced with the tip of a sharp knife and the top is lightly browned', 'if the cheese begins to brown too much before the eggplant is done, cover the baking dish with foil', 'present the baking dish at table on a heatproof pad, scooping individual servings onto each plate']","['olive oil', 'garlic', 'red pepper flakes', 'tomatoes', 'sugar', 'salt %26 freshly ground black pepper', 'fresh basil', 'eggplant', 'swiss cheese']"
634,336168,"['preheat the oven to 300*f', 'line 2 cookie sheets with parchment or wax paper', 'with an electric mixer, beat the egg whites and salt on high speed until soft peaks form', 'continue mixing on high speed while adding 1/2 cup of the sugar', 'add the remaining sugar by the tablespoon', 'beat for another 1-2 minutes, until the mixture is stiff and shiny', 'using a rubber spatula, carefully fold in the almonds', 'drop the meringue batter by the spoonful onto the cookie sheets', 'flatten each cookie slightly with the back of a spoon', 'bake until pale golden, about 30 to 40 minutes', 'let cool', 'place the chocolate in a heatproof container and melt it over a simmering pot of water', 'remove the chocolate from the heat', 'line two cookie sheets with fresh parchment or waxed paper', 'one at a time, dip the bottoms of the meringues into the melted chocolate, let the excess chocolate drain off and place the chocolate-dipped meringues on the prepared cookie sheets', 'refrigerate for 1 hour or until the chocolate is set', 'store at room temperature in an airtight container']","['egg white', 'salt', 'sugar', 'almonds', 'semisweet chocolate']"
635,342432,"['chicken preparation:  separate chicken meat from bones and skin', 'place in a large bowl', 'filling:  heat oil in skillet on medium', 'saute onion and garlic until caramelized', 'add to chicken', 'add half of the olives, chilies, and half the cheese', 'mix well', 'sauce:  mix enchilada sauce, tomato sauce, and tomato in a small bowl', 'spread 1/2 cup of sauce evenly on the bottom of a rectangular baking dish', 'tortilla preparation:  spray small skillet with non-stick spray', 'heat on medium-high stove top', 'when hot, place tortilla on top', 'after tortilla starts to expand, turn over', 'remove promptly when starts to expand again', 'respray skillet occasionally', 'stack warm tortillas on a plate and keep covered with aluminum foil', 'take one tortilla', 'place a proportional amount of filling in middle of tortilla (from one end to the other)', 'fold tortilla ends over filling and place folded-side down in prepared dish', 'repeat, laying enchiladas side-by-side until dish is full', 'cover enchiladas with remaining sauce', 'top with remaining cheese and olives', 'bake in 350°f oven for 30 minutes', 'remove from oven and let set for 5 minutes', 'serve with sour cream']","['rotisserie-cooked chicken', 'canola oil', 'onion', 'garlic cloves', 'olives', 'chilies', 'mexican cheese', 'corn tortillas', 'enchilada sauce', 'tomato sauce', 'tomatoes', 'sour cream']"
