recipeID,ingredient_and_quantity,ingredient_gt
508,1 small pineapple,pineapple
508,300g coconut yoghurt,coconut yoghurt
508,handful of mint leaves,mint leaves
509,3 mixed peppers,peppers
509,2 red or green chillies,chillies
509,2 avocados,avocado
509,bunch of coriander,coriander
509,2 tsp ground cumin (plus a big pinch for the avocado cream),cumin
509,3 tbsp sour cream or greek yoghurt,sour cream or greek yoghurt
509,3 limes,lime
509,1 fat garlic clove,garlic
509,4 fillets skinless and boneless fish fillets,fish fillets
509,1 small red or white onion,onion
509,12 hard taco shells or corn/wheat tortillas,taco shells or corn tortillas
509,1/4 red cabbage,red cabbage
509,salt,salt
509,pepper,pepper
509,olive oil,olive oil
510,1 chorizo ring,chorizo
510,2 white or red onions,onions
510,3 garlic cloves,garlic
510,250g cherry tomatoes,cherry tomatoes
510,1 tbsp fennel seeds (optional),fennel seeds
510,350g arborio risotto or paella rice,risotto or paella rice
510,3 tbsp harissa,harissa
510,glass of white wine,white wine
510,"1 litre chicken, fish or veg stock",chicken stock
510,12 raw king prawns,king prawns
510,2 lemons,lemon
510,100g feta,feta
510,small handful of parsley,parsley
510,salt,salt
510,pepper,pepper
510,olive oil,olive oil
511,4 corn on the cobs,corncobs
511,2 tbsp mayonnaise,mayonnaise
511,30g parmesan or vegetarian hard,parmesan
511,large pinch of chilli powder,chilli powder
511,1 lime,lime
511,salt,salt
511,pepper,pepper
512,1 medium chicken (about 1.5 kg),chicken
512,2 garlic cloves,garlic
512,2 tsp smoked paprika or chilli flakes,paprika or chilli flakes
512,2 tsp ground cumin,cumin
512,2 tsp dried oregano,oregano
512,1 lemon,lemon
512,300g tomatoes,tomatoes
512,1 cucumber,cucumber
512,choice of salad veggies,salad veggies
512,2 tbsp red wine vinegar,red wine vinegar
512,handful of mint,mint
512,200g feta,feta
512,50g pitted kalamata olives,kalamata olives
512,"greek yoghurt, to serve",greek yoghurt
512,salt,salt
512,pepper,pepper
512,olive oil,olive oil
512,300g self raising flour,self raising flour
512,200g greek yoghurt (make sure it’s thick),greek yoghurt
512,1 tsp salt,salt
513,200g brown sugar,sugar
513,100g sourdough starter,sourdough starter
513,250g plain flour,flour
513,3 very ripe bananas,bananas
513,1 egg,egg
513,1 tsp vanilla extract,vanilla extract
513,1 1/2 tsp baking powder,powder
513,100ml vegetable oil,vegetable oil
514,100g sourdough starter,sourdough starter
514,75g plain flour,flour
514,65ml water,water
514,2 1/2 tsp baking powder,powder
514,1 tsp salt,salt
514,olive oil,olive oil
515,90g bulgur wheat,bulgur wheat
515,7 medium ripe tomatoes,tomatoes
515,8 spring onions,spring onions
515,1 tsp cinnamon,cinnamon
515,1 tsp ground coriander,coriander
515,2 lemons,lemon
515,60g mint,mint
515,250g flat leaf parsley,parsley
515,2 tbsp tahini,tahini
515,1 clove of garlic,garlic
515,500g of halloumi,halloumi
515,handful of pomegranate seeds,pomegranate seeds
515,salt,salt
515,pepper,pepper
515,olive oil,olive oil
516,big bunch of tarragon,tarragon
516,big bunch of parsley,parsley
516,4 anchovies,anchovies
516,2 tbsps capers,capers
516,1 shallot,shallot
516,3 tbsps red wine vinegar,wine vinegar
516,750g baby potatoes,potatoes
516,4 chicken legs (skins on),chicken legs
516,salt,salt
516,pepper,pepper
516,olive oil,olive oil
517,"5 peppers (red, orange, yellow)",peppers
517,2 aubergines,aubergines
517,1 loaf of ciabatta,ciabatta
517,handful of kalamata olives,kalamata olives
517,3 balls of mozzarella,mozzarella
517,4 tbsp pesto,pesto
517,10 slices of parma ham,parma ham
517,10 large slices of salami,salami
517,salt,salt
517,pepper,pepper
517,olive oil,olive oil
518,320g chicken thigh fillets,chicken thigh
518,1 orange,orange
518,bunch of spring onions,spring onions
518,5 cloves of garlic,garlic
518,large knob of ginger,ginger
518,8g light soy sauce,soy sauce
518,16g fermented bean curds,fermented bean curds
518,4 tbsp kewpie mayo (can use normal mayo),mayonnaise
518,1 tsp wasabi paste (can use horseradish),wasabi paste
518,184g kimchi,kimchi
518,50g cornflour,cornflour
518,2 eggs,eggs
518,8 hirata buns (easy to buy at morrisons or sainsbury’s frozen section),bao buns
518,8 tsp sriracha,sriracha
518,salt,salt
518,white pepper,pepper
518,sunflower or vegetable oil,sunflower
519,4 chicken legs (approx 230g each),chicken legs
519,150g unsalted butter,butter
519,65g pistachios,pistachios
519,6 cloves of garlic,garlic
519,2 lemons,lemon
519,handful of parsley,parsley
519,1/2 tbsp sumac,sumac
519,2x250g pouches of tilda lime & coriander cooked rice,lime & coriander rice
519,salt,salt
519,pepper,pepper
519,olive oil,olive oil
520,750g cherry tomatoes,cherry tomatoes
520,5 cloves of garlic,garlic
520,2 red chillies,chillies
520,400g tomato passata,tomato puree
520,1 vegetable stock pot,vegetable stock
520,1 loaf of ciabatta,ciabatta
520,100g spinach,spinach
520,handful of basil,basil
520,6 eggs (we use british lion because they guarantee the highest standards of food safety),eggs
520,salt,salt
520,pepper,pepper
520,olive oil,olive oil
521,350g chestnut mushrooms,chestnut mushrooms
521,2 shallots,shallots
521,2 cloves of garlic,garlic
521,3 tsp miso paste,miso paste
521,400g cooked puy lentils,puy lentils
521,55g breadcrumbs,breadcrumbs
521,1 cucumber,cucumber
521,4 tbsp cider vinegar,cider vinegar
521,1 tbsp coriander seeds,coriander seeds
521,270ml plant single cream (we use elmlea),single cream
521,1 vegetable stock pot,vegetable stock
521,1 tsp dijon mustard,dijon mustard
521,handful of dill,dill
521,300g new potatoes,potatoes
521,salt,salt
521,pepper,pepper
521,olive oil,olive oil
522,440g alaska salmon fillets,salmon
522,bulb of garlic,garlic
522,25g sunflower seeds,sunflower seeds
522,25g pumpkin seeds,pumpkin seeds
522,1 tbsp worcestershire sauce,worcestershire sauce
522,2 lemons,lemon
522,350g cavolo nero,cavolo nero
522,4 anchovies,anchovies
522,2 egg yolks,egg
522,2 tbsp horseradish,horseradish
522,1 avocado,avocado
522,40g parmesan,parmesan
522,salt,salt
522,pepper,pepper
522,olive oil,olive oil
522,vegetable oil,vegetable oil
523,1 red onion,onion
523,1/2 lemon,lemon
523,750g baby potatoes,potatoes
523,120g streaky bacon,streaky bacon
523,bunch of celery,celery
523,bunch of spring onions,spring onions
523,handful of chives,chives
523,salt,salt
523,olive oil,olive oil
523,1 tbsp mustard (we use french’s),mustard
523,2 tbsp mayonnaise,mayonnaise
523,2 tbsp natural yoghurt,yoghurt
523,1 tsp honey,honey
523,1/2 lemon,lemon
523,salt,salt
523,pepper,pepper
524,handful of pistachios,pistachios
524,25g basil,basil
524,2 tbsp honey,honey
524,8 peaches,peaches
524,handful of rocket,rocket
524,2 burrata balls,burrata
524,salt,salt
524,pepper,pepper
524,olive oil,olive oil
525,500g long grain basmati rice,basmati rice
525,2 medium onions,onions
525,1 chicken stock cube,chicken stock
525,1 maggi stock cube,stock
525,400g tomatoes chopped or 6 large fresh tomatoes,fresh tomatoes or chopped tomatoes
525,75g tomato purée,tomato puree
525,1 red pepper,red pepper
525,4 bay leaves,bay leaves
525,bunch of thyme,thyme
525,1 tsp smoked paprika,paprika
525,1 scotch bonnet,scotch bonnet
525,salt,salt
525,pepper,pepper
525,110ml vegetable oil,vegetable oil
526,6 good quality pork sausages,pork sausages
526,1 tbsp fennel seeds,fennel seeds
526,1 tbsp chilli flakes,chilli
526,400g casarecce pasta (or any tube pasta),casarecce or any pasta
526,4 garlic cloves,garlic
526,400g plum tinned tomatoes,plum tomatoes
526,150ml white wine,white wine
526,25g parmesan/pecorino,parmesan or pecorino
526,salt,salt
526,pepper,pepper
526,olive oil,olive oil
527,500g cavolo nero,cavolo nero
527,6 cloves of garlic,garlic
527,1 tbsp chilli flakes,chilli
527,3 tbsp capers,capers
527,500g spaghetti,spaghetti
527,50g parmesan,parmesan
527,salt,salt
527,pepper,pepper
527,olive oil,olive oil
528,"1 empty 330ml or 440ml can — either will work, but smaller cans balance best",empty can
528,"1 chicken, around 1.5kg",chicken
528,1 tsp ground cumin,ground cumin
528,1 tsp cayenne pepper,cayenne pepper
528,1 tsp oregano,oregano
528,2 tsp light brown sugar,brown sugar
528,"2 cloves of garlic, grated",garlic
528,300ml chicken stock,chicken stock
528,salt,salt
528,pepper,pepper
529,250g masa harina flour,masa harina
529,500g warm water,water
529,2 tsp salt,salt
530,6 pork sausages,pork sausages
530,4 english muffins,muffins
530,4 american cheese slices,cheese slices
530,4 eggs,eggs
530,knob of butter,butter
531,200g full-fat yoghurt,yoghurt
531,400g frozen strawberries,strawberries
531,1 tbsp maple syrup,maple syrup
531,handful of mint leaves,mint leaves
531,200g crème fraîche,creme fraiche
531,400g frozen blackberries,blackberries
531,1 tbsp honey,honey
531,1 tsp rosemary leaves,rosemary leaves
531,200g full-fat yoghurt,yoghurt
531,400g frozen raspberries,raspberries
531,1 lime,lime
531,1 tbsp honey,honey
532,"5 peppers (yellow, red, orange)",peppers
532,"700g cherry tomatoes (red, orange)",cherry tomatoes
532,bulb of garlic,garlic
532,2 tbsp coriander seeds,coriander seeds
532,2 tsp chilli flakes,chilli
532,2 tbsp fennel seeds,fennel seeds
532,handful of capers,capers
532,1 fennel bulb,fennel
532,300g quinoa,quinoa
532,handful of parsley,parsley
532,1 lemon,lemon
532,1 tbsp red wine vinegar,wine vinegar
532,salt,salt
532,pepper,pepper
532,olive oil,olive oil
533,8 lamb chops,lamb chops
533,9 tbsp plain yoghurt,yoghurt
533,1 1/2 tbsp za’atar,za'atar
533,1 1/2 tsp chilli powder,chilli powder
533,1 orange,orange
533,4 cloves of garlic,garlic
533,handful of mint,mint
533,1 lemon,lemon
533,salt,salt
533,pepper,pepper
533,olive oil,olive oil
534,400g arborio risotto,risotto
534,2 chicken stock cubes,chicken stock
534,1 large onion,onion
534,4 garlic cloves,garlic
534,2 tbsp tomato purée,tomato puree
534,500g cherry tomatoes,cherry tomatoes
534,1 tbsp rosemary,rosemary
534,3 tbsp unsalted butter,butter
534,100g parmesan,parmesan
534,handful of basil leaves,basil leaves
534,1 tsp chilli flakes,chilli
534,salt,salt
534,pepper,pepper
534,olive oil,olive oil
535,8 chicken thighs (skin on),chicken thighs
535,5 1/2 tbsp worcestershire sauce,worcestershire sauce
535,2 1/2 tbsp dijon mustard,dijon mustard
535,4 garlic cloves,garlic
535,12 rashers of smoked streaky bacon,streaky bacon
535,1 tsp rosemary,rosemary
535,6 tbsp mayonnaise,mayonnaise
535,30g parmesan,parmesan
535,2 tbsp cornichons,cornichons
535,1/2 lemon,lemon
535,4 ciabatta rolls,ciabatta
535,2 large tomatoes,tomatoes
535,1/2 gem lettuce,baby gem lettuce
535,salt,salt
535,pepper,pepper
536,6 medium courgettes,zucchini
536,90g ‘nduja paste,‘nduja paste
536,3 cloves of garlic,garlic
536,125ml white wine,wine
536,bunch of parsley,parsley
536,1 lemon,lemon
536,salt,salt
536,olive oil,olive oil
537,2 red onions,onions
537,1/2 tbsp balsamic vinegar,balsamic vinegar
537,2 tbsp capers,capers
537,3 tbsp mustard (we use french’s classic yellow mustard),mustard
537,250g tenderstem broccoli,broccoli
537,4 pork chops,pork chops
537,small bunch of sage,sage
537,4 garlic cloves,garlic
537,150ml crème fraîche,creme fraiche
537,1 chicken stock cube,chicken stock
537,1 lemon,lemon
537,1 tbsp chilli flakes,chilli
537,salt,salt
537,pepper,pepper
537,olive oil,olive oil
538,7 large vine tomatoes,vine tomatoes
538,3 tbsp red wine vinegar,wine vinegar
538,3 balls of mozzarella,mozzarella
538,3 avocados,avocado
538,2 tsp chilli flakes,chilli
538,bunch of basil,basil
538,salt,salt
538,pepper,pepper
538,olive oil,olive oil
539,600g cod,cod
539,9 tbsp soy sauce,soy sauce
539,4 tbsp sesame oil,sesame oil
539,1 red cabbage,cabbage
539,3 avocados,avocado
539,4 tortilla wraps,wraps
539,2 limes,lime
539,6 tbsp mayonnaise,mayonnaise
539,1 tbsp hot sauce,sauce
539,knob of ginger,ginger
539,bunch of coriander,coriander
539,salt,salt
539,pepper,pepper
539,vegetable oil,vegetable oil
540,3 tbsp mustard (we use french’s classic yellow mustard),mustard
540,4 english muffins,muffins
540,4 eggs,eggs
540,8 rashers of smoked streaky bacon,streaky bacon
540,4 cheddar cheese slices,cheese slices
540,2 beef tomatoes,beef tomatoes
540,1 1/2 tbsp butter,butter
540,1/4 iceberg lettuce,lettuce
540,salt,salt
540,pepper,pepper
540,olive oil,olive oil
541,200g arborio risotto rice,risotto rice
541,1 litre milk (whole or non-dairy),milk
541,50g soft light brown or caster sugar,caster sugar
541,"2 tsp vanilla extract or 1 vanilla pod, seeds scraped",vanilla extract or vanilla pod
541,1 tsp ground cinnamon,ground cinnamon
542,125g butter,butter
542,2 tbsp caster sugar,caster sugar
542,3 tbsp golden syrup,golden syrup
542,50g cocoa powder,cocoa powder
542,150g dried fruit of your choice,dried fruit
542,200g chocolate of your choice for topping,chocolate
542,1 pack biscuits of your choice,biscuits
543,200g dark chocolate,dark chocolate
543,200g butter,butter
543,2 tbsp strong coffee,coffee
543,6 medium or 4 large eggs,eggs
543,200g caster sugar,caster sugar
543,50g cocoa powder,cocoa powder
543,"mixed berries of your choice, to serve",berries
543,"something creamy, to serve",something creamy
544,75g soft butter,butter
544,50g caster sugar,caster sugar
544,1 tbsp ground cinnamon,cinnamon
544,1 sheet puff pastry,puff pastry
544,3 tbsp icing sugar,icing sugar
544,30g nuts of your choice,nuts
544,salt,salt
545,300g split red lentils,lentils
545,1 vegetable stock cube,vegetable stock
545,400g coconut milk,coconut milk
545,1 tsp ground turmeric,turmeric
545,1 tsp cumin,cumin
545,knob of fresh ginger,ginger
545,50g salted roasted (peanuts or cashews),peanuts or cashews
545,1/2 tsp sugar (caster/brown/granulated),sugar
545,2 tsp chilli flakes,chilli flakes
545,1 large red or white onion,onion
545,3 garlic cloves,garlic
545,250g cherry tomatoes,cheryy tomatoes
545,200g baby leaf spinach,spinach
545,1 lime or lemon,lime or lemon
545,4 eggs (optional),eggs
545,handful of coriander,coriander
545,salt,salt
545,pepper,pepper
545,vegetable oil,vegetable oil
546,1kg pork belly slices,pork belly
546,2 tsp allspice or mixed spice,allspice or mixed spice
546,2-3 red or green chillies,chillies
546,4 garlic cloves,garlic
546,large knob of ginger,ginger
546,few sprigs of thyme,thyme
546,2 tbsp soft light brown sugar,brown sugar
546,50ml apple cider or white wine vinegar,apple cider or wine vinegar
546,bunch of spring onions,spring onions
546,1 cinnamon stick or 1 tsp ground cinnamon,cinnamon stick or ground cinnamon
546,250g rice,rice
546,400g black or kidney beans,kidney beans
546,400g coconut milk,coconut milk
546,"salad and corn, to serve (optional)",salad and corn
546,salt,salt
546,pepper,pepper
546,olive oil,olive oil
547,30g of any nuts you have,nuts
547,200g asparagus,asparagus
547,200g green leaves,leaves
547,3 garlic cloves,garlic
547,50g vegetarian parmesan (plus rind),parmesan
547,1 tsp chilli flakes,chilli
547,1 vegetable stock cube,vegetable stock
547,400g butter beans,butter beans
547,200g any small pasta such as macaroni or spaghetti,macaroni or spaghetti
547,1 lemon,lemon
547,200g frozen peas,peas
547,bunch of any fresh herbs,fresh herbs
547,salt,salt
547,pepper,pepper
547,olive oil,olive oil
548,2 white or red onions,onions
548,large knob of ginger,ginger
548,3 fat garlic cloves,garlic
548,2 tbsp curry powder,curry powder
548,1 tbsp whole spices,spices
548,800g chopped tomatoes,tomatoes
548,800g kidney beans,kidney beans
548,2 limes,lime
548,"rice or naan, to serve",rice or naan
548,handful of fresh coriander,fresh coriander
548,"mango chutney, to serve",mango chutney
548,salt,salt
548,pepper,pepper
548,olive oil,olive oil
549,2 large broccoli heads,broccoli
549,150ml yoghurt,yoghurt
549,2-3 tbsp curry paste of your choice,curry paste
549,1 red onion,onion
549,4 large tomatoes,tomatoes
549,1 cucumber,cucumber
549,bunch of mint or coriander,mint or coriander
549,1 lemon,lemon
549,1 tsp cayenne,cayenne
549,4 large or 8 small wraps/flatbreads,wraps
549,salt,salt
549,pepper,pepper
549,olive oil,olive oil
550,1 red or white onion,onion
550,2 fat garlic cloves,garlic
550,300g cherry tomatoes,cherry tomatoes
550,4-8 jarred jalapeños,jalapeno chilies
550,1 lime,lime
550,4 eggs,eggs
550,8 large handfuls of tortilla chips,chips
550,small bunch of coriander,coriander
550,200g feta,feta
550,salt,salt
550,pepper,pepper
550,olive oil,olive oil
551,250g couscous,couscous
551,3 tbsp tomato puree,tomato puree
551,1 heaped tbsp harissa,harissa
551,100g nuts of your choice,nuts
551,2 mixed peppers,peppers
551,4 tomatoes,tomatoes
551,bunch of mixed herbs,herbs
551,1 lemon or lime,lemon
551,2 packs halloumi,lime
551,handful of pomegranate seeds,halloumi or pomegranate seeds
551,salt,salt
551,pepper,pepper
551,olive oil,olive oil
552,2 avocados,avocado
552,2 spring onions,spring onions
552,340g tin sweetcorn,sweetcorn
552,2 limes,lime
552,1/2 tsp ground cumin or coriander,cumin or coriander
552,320g tuna in spring water,tuna
552,2 tbsp chipotle paste,chipotle paste
552,150g cheddar,cheddar
552,8 wraps,wraps
552,salt,salt
552,pepper,pepper
552,olive oil,olive oil
553,2 aubergines,aubergines
553,2 red onions,onions
553,3 mixed peppers,peppers
553,4 fat garlic cloves,garlic
553,big pinch chilli flakes,chilli
553,1 pack of green veg,vegetable stock
553,250g cherry tomatoes,cherry tomatoes
553,4 thick slices of crusty bread,bread
553,300g mozzarella,mozzarella
553,"2-3 tbsp balsamic, sherry or red wine vinegar",balsamic vinegar or wine vinegar
553,handful of basil or parsley,basil or parsley
553,salt,salt
553,pepper,pepper
553,olive oil,olive oil
554,1 red onion,onion
554,2 limes,lime
554,500g mince of your choice,minced meat
554,1 tsp ground cumin or coriander,cumin or coriander
554,1/2 tsp smoked paprika,paprika
554,2 garlic cloves,garlic
554,4 tbsp mayonnaise,mayonnaise
554,bunch of coriander,coriander
554,4-8 jarred jalapeños,jalapeno chilies
554,"2 baby gem lettuces, cos, or iceberg",baby gem lettuce
554,8 wraps,wraps
554,salt,salt
554,pepper,pepper
554,olive oil,olive oil
555,1kg new potatoes,potatoes
555,1 shallot or 1/2 red onion,shallot or red onion
555,1 green chilli,chilli
555,1 fat garlic clove,garlic
555,bunch of coriander or parsley,coriander or parsley
555,2 tbsp red wine or sherry vinegar,red wnne or sherry vinegar
555,2 tsp dried oregano,oregano
555,1 chorizo ring,chorizo
555,2 courgettes,courgettes
555,1 bag salad,salas
555,salt,salt
555,pepper,pepper
555,olive oil,olive oil
556,2 fennel bulbs,fennel
556,3 garlic cloves,garlic
556,8 boneless skinless chicken thighs,chicken thighs
556,1 tbsp harissa or 2 tsp chilli flakes,harissa or chilli flakes
556,2 tsp fennel seeds (optional),fennel seeds
556,125ml white wine,white wine
556,250g cherry tomatoes,cherry tomatoes
556,1200g white beans,white beans
556,handful of olives or 1 tbsp capers,olives or carpers
556,"yoghurt, to serve",yoghurt
556,salt,salt
556,pepper,pepper
556,olive oil,olive oil
557,1 tbsp mustard (we use french’s classic yellow mustard),mustard
557,100g panko breadcrumbs,panko breadcrumbs
557,100g flour,flour
557,6 medium sized gherkins,gherkins
557,6 edam slices (any flexible cheese slices),edam cheese slices
557,2 eggs,eggs
557,1/2 mozzarella ball (alternatively grated cheddar cheese),mozzarella
557,salt,salt
557,pepper,pepper
557,vegetable oil,vegetable oil
557,2 tbsp mustard (we use french’s classic yellow mustard),mustard
557,1 tsp pickle brine,pickle juice
557,1 tbsp mayo,mayonnaise
557,1 tbsp fresh dill,dill
558,"480g skinless, boneless salmon",salmon
558,50g panko breadcrumbs,panko breadcrumbs
558,4 brioche buns,brioche buns
558,3 tbsp mayonnaise,mayonnaise
558,2 tbsp white miso,miso
558,2 tbsp soy sauce,soy sauce
558,2 cloves of garlic,garlic
558,2 tbsp sriracha,sriracha
558,1 lime (zest and juice),lime
558,1 cucumber,cucumber
558,1 tsp caster sugar,caster sugar
558,knob of ginger,ginger
558,1 tsp salt,salt
558,olive oil,olive oil
559,1 kg spinach,spinach
559,400g bucatini (or any dry or fresh pasta),bucatini or fresh pasta
559,350g parmesan,parmesan
559,200g ricotta,ricotta
559,2 cloves of garlic,garlic
559,2 tbsp unsalted butter,butter
559,2 anchovies,anchovies
559,1 lemon,lemon
559,1/2 tsp chilli flakes,chilli flakes
559,salt,salt
559,pepper,pepper
559,2 tbsp olive oil,olive oil
560,400g canned alaska salmon,salmon
560,5 spring onions,spring onions
560,4 eggs,eggs
560,3 tbsp reduced salt soy sauce,soy sauce
560,2 cloves of garlic,garlic
560,2 fresh red chillies,chillies
560,2 x 250g pouches of cooked rice,rice
560,handful of coriander (to serve),coriander
560,large knob of ginger,ginger
560,salt,salt
560,vegetable oil,vegetable oil
561,6 british lion egg yolks,egg
561,400g linguine,linguine
561,100g parmesan,parmesan
561,"9 anchovies, chopped (save the oil in the tin)",anchovies
561,2 cloves of garlic,garlic
561,"1 lemon, zest",lemon
561,1 tsp chilli flakes,chilli
561,large handful of capers,capers
561,bunch of parsley,parsley
561,salt,salt
561,pepper,pepper
561,olive oil,olive oil
562,800ml coconut milk,coconut milk
562,800g chickpeas in water,chickpeas
562,400g couscous,couscous
562,100g spinach,spinach
562,50g feta cheese,feta cheese
562,6 spring onions,spring onions
562,4 rotis,roti
562,2 onions,onions
562,2 cloves of garlic,garlic
562,2 tsp hot curry powder,curry powder
562,2 sweet chilli peppers (red and yellow),chilli peppers
562,2 tsp fenugreek seeds,fenugreek seeds
562,2 medium potatoes,potatoes
562,2 carrots,carrots
562,1 tbsp mild curry power,curry powder
562,1 tsp maggi sauce,sauce
562,1 avocado (to serve),avocado
562,1 red scotch bonnet,scotch bonnet
562,1 lemon,lemon
562,salt,salt
562,pepper,pepper
562,olive oil,olive oil
562,sunflower oil,sunflower oil
563,2 pouches of cooked basmati tilda rice (500g),basmati rice
563,3 tbsp desiccated coconut,coconut
563,4 spring onions,spring onions
563,handful of roasted peanuts,peanuts
563,1/2 lime,lime
563,salt,salt
563,pepper,pepper
563,3 tbsp sesame oil,sesame oil
563,1 tbsp fish sauce,fish sauce
563,1 tbsp soy sauce,soy sauce
563,4 tbsp crunchy peanut butter,peanut butter
563,2 tbsp easy chopped chilli,chilli
563,2 cloves of garlic,garlic
563,knob of ginger,ginger
563,1/2 lime,lime
563,pinch of sugar,sugar
564,1 tsp ground cumin,cumin
564,1 tsp fennel seeds,fennel seeds
564,1 tsp cayenne pepper,cayenne pepper
564,1 tsp dried oregano,oregano
564,2 cloves of grated garlic,garlic
564,"500g lamb mince (beef mince, vegan mince or falafel also suitable)",lamb mince
564,bunch of parsley,parsley
564,20 drops 3% cbd oil*,cbd oil
564,150g red chillies,chillies
564,60ml white wine vinegar,wine vinegar
564,60ml lemon juice,lemon juice
564,2 tsp sugar,sugar
564,4 shallots,shallots
564,2 tsp salt,salt
564,15 drops 3% cbd oil*,cbd oil
564,100g mayonnaise (vegan options also suitable),mayonnaise
564,1 bulb of garlic,garlic
564,lemon juice,lemon juice
564,2 tbsp yogurt (vegan options also suitable),yogurt
564,salt,salt
564,pepper,pepper
564,1 lemon,lemon
564,pot of yogurt (vegan option suitable),yogurt
564,1 red onion,onion
564,bunch of parsley,parsley
564,¼ red cabbage,cabbage
564,4 pitta breads,pita bread
565,90g oats (we use quaker oats),oats
565,125g plain flour,flour
565,1 heaped tsp all spice,allspice
565,1 heaped tsp ground ginger,ginger
565,1 heaped tsp cinnamon,cinnamon
565,1 1/2 tsp baking powder,powder
565,115g unsalted butter,butter
565,100g soft brown sugar,sugar
565,1 tbsp water,water
565,1 large egg,egg
565,130g pistachios (extra for garnish),pistachios
565,155g dried apricots,apricots
565,salt,salt
566,120g alaska smoked salmon,salmon
566,4 eggs,eggs
566,2 medium potatoes,potatoes
566,5 shallots,shallots
566,1 heaped tsp horseradish,horseradish
566,1 tbsp cider vinegar,cider vinegar
566,handful of chives,chives
566,salt,salt
566,pepper,pepper
566,olive oil,olive oil
567,4 medium potatoes,potatoes
567,2 sausages,sausages
567,4 eggs,eggs
567,2 onions,onions
567,400g smoked bacon,bacon
567,200g chestnut mushrooms,chestnut mushrooms
567,4 large tomatoes,tomatoes
567,200g black pudding,pudding
567,salt,salt
567,pepper,pepper
567,olive oil,olive oil
568,330g rolled oats,oats
568,"100g mixed nuts (hazelnuts, almonds)",mixed nuts
568,"100g mixed seeds (pumpkin, sunflower)",seeds
568,50g toasted coconut flakes,coconut
568,6 green cardamom pods,cardamom pods
568,6 tbsp maple syrup,maple syrup
568,1 tbsp ground cinnamon,cinnamon
568,salt,salt
568,6 tbsp olive oil,olive oil
569,400g basmati rice (we use tilda),basmati rice
569,2 vegetable stock cubes,vegetable stock
569,5 tbsp butter,butter
569,1 tsp chilli flakes,chilli
569,handful of pistachios,pistachios
569,3 brown onions,onions
569,5 cardamom pods,cardamom pods
569,1 tbsp curry powder,curry powder
569,1 tsp turmeric,turmeric
569,2 bay leaves,bay leaves
569,4 eggs,eggs
569,bunch of mint,mint
569,1 lemon,lemon
569,salt,salt
570,400g frozen cod,cod
570,1 celeriac,celeriac
570,1 red onion,onion
570,1 tsp fennel seeds,fennel seeds
570,3 cloves of garlic,garlic
570,4 anchovies,anchovies
570,1 tsp chilli flakes,chilli
570,175ml white wine,wine
570,800g tomato passata,tomato puree
570,400g chickpeas,chickpeas
570,bunch of parsley,parsley
570,salt,salt
570,pepper,pepper
570,olive oil,olive oil
571,1 sourdough loaf,sourdough bread
571,400g smoked bacon lardons,bacon lardons
571,3 cloves of garlic,garlic
571,2 onions,onions
571,1 red pepper,pepper
571,1 tsp cumin,cumin
571,1 tsp oregano,oregano
571,1 tsp chilli flakes,chilli
571,1 heaped tsp brown sugar,sugar
571,1 1/2 bottles of beer (we use corona),beer
571,800g red kidney beans,kidney beans
571,bunch of coriander,coriander
571,knob of butter,butter
571,salt,salt
571,pepper,pepper
571,olive oil,olive oil
572,400g okra,okra
572,50g plain flour,flour
572,200g gram flour,flour
572,3 tbsp chilli powder,chilli powder
572,2 tbsp coriander,coriander
572,2 tbsp turmeric,turmeric
572,2 tbsp black sesame seeds,sesame seeds
572,pinch of salt,salt
572,vegetable oil (good amount for frying),vegetable oil
572,3 tbsp garam masala,garam masala
572,3 tbsp chilli powder,chilli powder
572,3 tbsp salt,salt
572,50g coconut cream,coconut cream
572,bunch of coriander,coriander
572,pinch of sugar,sugar
572,1 lime,lime
572,1 kaffir lime leaf,kaffir lime leaves
572,1 tsp ginger paste,ginger paste
572,1/2 tsp garlic paste,garlic paste
572,1 green chilli,chilli
572,salt,salt
572,pepper,pepper
573,800g chickpeas,chickpeas
573,large handful of kalamata olives,kalamata olives
573,2 tsp chilli flakes,chilli
573,5 cloves of garlic,garlic
573,100g anchovies,anchovies
573,bunch of parsley,parsley
573,1 heaped tbsp tomato purée,tomato puree
573,2 tbsp capers,capers
573,800g tinned plum tomatoes,tomatoes
573,salt,salt
573,pepper,pepper
573,olive oil,olive oil
574,4 chicken breasts,chicken breasts
574,100g panko breadcrumbs,panko breadcrumbs
574,100g flax seeds,flax seeds
574,25g plain flour,flour
574,1 tbsp white sesame seeds,sesame seeds
574,3 tsp chilli flakes,chilli
574,1 tbsp garlic granules,garlic granules
574,2 lemons,lemon
574,1 egg,egg
574,1 tbsp soy sauce,soy sauce
574,salt,salt
574,pepper,pepper
574,olive oil,olive oil
574,1/2 cucumber,cucumber
574,5 radishes,radishes
574,bunch of coriander,coriander
574,bunch of mint,mint
574,50g cashews,cashews
574,1 tbsp fish sauce,fish sauce
574,2 tsp rice vinegar,rice vinegar
574,2 tsp sugar,sugar
574,1 tsp sesame oil,sesame oil
574,handful of desiccated coconut,coconut
574,squeeze of lime,lime
574,salt,salt
574,2 tsp lemongrass paste,lemongrass paste
574,4 tbsp mayo,mayonnaise
575,2 aubergines,aubergines
575,2 onions,onions
575,2 1/2 tsp chilli flakes,chilli
